2021-01-02 11:02:40.035 +00:00 [VRB] Started SANS Holiday Hack, December 2020
2021-01-02 11:02:40.054 +00:00 [VRB] Using CTF runner 0.1.0-alpha.26
2021-01-02 11:02:40.056 +00:00 [VRB] Running challange BlockchainInvestigationPart1
2021-01-02 11:02:40.059 +00:00 [INF] Prerequriemnets
                
                pip install pycryptodom
                https://github.com/python/cpython/blob/3.9/Lib/random.py

            
2021-01-02 11:02:40.059 +00:00 [INF] Figure out how 64bit value is made...

                r = random.Random(0)

                #print(r.randrange(0xFFFFFFFF)) # this will generate 3626764237
                #print(r.randrange(0xFFFFFFFF)) # this will generate 1654615998

                print(r.randrange(0xFFFFFFFFFFFFFFFF)) # this will generate 7106521602475165645

                print("     %i, %i" % (untemper(3626764237), untemper(1654615998)))
                print(r.getstate())
    

                # how 7106521602475165645 is made of 3626764237 and 1654615998

                # 3626764237 = 11011000001011000000011111001101
                # 1654615998 = 01100010100111110110111110111110

                # 7106521602475165645 = 0110001010011111011011111011111011011000001011000000011111001101
            
            
2021-01-02 11:02:40.060 +00:00 [INF] Nonces

                128449,e3e12de5edfb51e2,16420456181932970466,3992670690,3823185381
                128450,2176088150fdfd1d,2411124002006105373,1358822685,561383553
                128451,0a2dada92f154da4,733433256482262436,789925284,170765737
                128452,d391517e345e0ffe,15245055816112148478,878579710,3549516158
                128453,8836422291566d65,9815105154135256421,2438360421,2285257250
                128454,f4d0bb0198759e1d,17640805355937439261,2557845021,4107320065
                128455,7640cd71f6ea6c76,8521036384342535286,4142558326,1983958385
                128456,ec7a1a8ea7369d3b,17039961340102745403,2805374267,3967425166
                128457,5fb94c5bbfb85869,6897628261236889705,3216529513,1605979227
                128458,27ac5576a7505af7,2858753831574985463,2807061239,665605494
                128459,e470a372bf6a3cd0,16460836351272172752,3211410640,3832587122
                128460,06dbb10bf61832c9,494183249058738889,4128781001,115061003
                128461,4a9fe68a0225bc4d,5377269960519564365,36027469,1251993226
                128462,661416d21b3ff051,7355529183058980945,457175121,1712592594
                128463,ceaa79074c77d8a6,14891848190108620966,1282922662,3467278599
                128464,a08940e7a80a902b,11567848481578717227,2819264555,2693349607
                128465,e86dc41dcf4fe017,16748258221571956759,3478118423,3899507741
                128466,8e700db7df46ebb8,10263718634153503672,3745967032,2389708215
                128467,d704f2bdf6f3251f,15493775515767219487,4143129887,3607425725
                128468,0cecc75bb9437161,931338419723006305,3108204897,216844123
                128469,ce656824a4794357,14872407851048452951,2759410519,3462752292
                128470,ee49efefb7ab0a40,17170518867184388672,3081439808,3997822959
                128471,5d310afc77b49183,6715160598842478979,2008322435,1563495164
                128472,b0e1f6855359847c,12745739472924673148,1398375548,2967598725
                128473,211ac277708c8c8f,2385432770891254927,1888259215,555401847
                128474,d52aef8ebacce74b,15360352875398883147,3133990731,3576360846
                128475,517fa151fe77bd73,5872589812648099187,4269260147,1367318865
                128476,bcb94985ad47986b,13598981388308551787,2907150443,3166259589
                128477,98c5e535ca735822,11008456883369629730,3396556834,2563106101
                128478,5d1be4482bc10973,6709207068521335155,734071155,1562109000
                128479,cb8330e206df9805,14664618558984525829,115316741,3414372578
                128480,b2cfa905cce5106c,12884702901307773036,3437564012,2999953669
                128481,d266a853e75a5c3b,15160990273906564155,3881458747,3529943123
                128482,e643658e06512e0c,16592217112828784140,105983500,3863176590
                128483,d4f75a507de326fb,15345833557044176635,2112038651,3572980304
                128484,e8f2fd2686b8a89b,16785757103074093211,2260248731,3908238630
